2015-08-15	10
2015-08-16	5
2015-08-17	11
2015-08-18	2
2015-08-19	7
2015-08-20	4
2015-08-21	3
2015-08-22	11
2015-08-23	12
2015-08-24	5
2015-08-25	2
2015-08-26	6
2015-08-27	3
2015-08-28	8
2015-08-29	6
2015-08-30	5
2015-08-31	6
2015-09-01	7
2015-09-02	4
2015-09-03	4
2015-09-04	5
2015-09-05	7
2015-09-06	12
2015-09-07	1
2015-09-08	9
2015-09-09	9
2015-09-10	6
2015-09-11	8
2015-09-12	7
2015-09-13	12
2015-09-14	8
2015-09-15	1
2015-09-16	2
2015-09-17	7
2015-09-18	9
2015-09-19	6
2015-09-20	12
2015-09-21	21
2015-09-22	11
2015-09-23	19
2015-09-24	5
2015-09-25	10
2015-09-26	11
2015-09-27	6
2015-09-28	7
2015-09-29	5
2015-09-30	8
2015-10-01	8
2015-10-02	4
2015-10-03	6
2015-10-04	12
2015-10-05	13
2015-10-06	12
2015-10-07	6
2015-10-08	4
2015-10-09	7
2015-10-10	12
2015-10-11	9
2015-10-12	12
2015-10-13	6
2015-10-14	12
2015-10-15	13
2015-10-16	4
2015-10-17	10
2015-10-18	19
2015-10-19	14
2015-10-20	6
2015-10-21	9
2015-10-22	7
2015-10-23	5
2015-10-24	8
2015-10-25	13
2015-10-26	4
2015-10-27	1
2015-10-28	6
2015-10-29	5
2015-10-30	7
2015-10-31	9
2015-11-01	11
2015-11-02	9
2015-11-03	17
2015-11-04	5
2015-11-05	14
2015-11-06	17
2015-11-07	20
2015-11-08	31
2015-11-09	8
2015-11-10	9
2015-11-11	9
2015-11-12	10
2015-11-13	5
2015-11-14	12
2015-11-15	19
2015-11-16	14
2015-11-17	5
2015-11-18	9
2015-11-19	8
2015-11-20	11
2015-11-21	14
2015-11-22	24
2015-11-23	30
2015-11-24	8
2015-11-25	5
2015-11-26	4
2015-11-27	8
2015-11-28	10
2015-11-29	5
2015-11-30	6
2015-12-01	6
2015-12-02	9
2015-12-03	3
2015-12-04	3
2015-12-05	2
2015-12-06	6
2015-12-07	5
2015-12-08	8
2015-12-09	9
2015-12-10	3
2015-12-11	5
2015-12-12	9
2015-12-13	8
2015-12-14	7
2015-12-15	3
2015-12-16	5
2015-12-17	5
2015-12-18	2
2015-12-19	9
2015-12-20	9
2015-12-21	3
2015-12-22	2
2015-12-23	13
2015-12-24	7
2015-12-25	2
2015-12-26	5
2015-12-27	4
2015-12-28	4
2015-12-29	5
2015-12-30	13
2015-12-31	6
